id,customer_id,membership_id,location_id,billed_month,amount_usd,status,created_at
c5ee065f-5529-4453-9a8e-eea1d64af8c2,cust-002,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-03,59.99,Canceled,2023-03-28
b8eccb2c-a8d9-4440-a176-4057ffcf6a9f,cust-046,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-05,19.99,Paid,2023-05-08
b5f25b04-d680-4c95-9bcd-b73fd476af76,cust-022,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,da506400-1z2f-4fej-1428-f1eae65af28a,2024-01,59.99,Paid,2024-01-03
1d09ee10-81dc-47be-8185-3aae1de70aff,cust-020,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-12,79.99,Paid,2023-12-27
ef23ee32-f8ce-4c62-8b9a-075a9ca564c7,cust-035,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,da506400-1z2f-4fej-1428-f1eae65af28a,2024-01,79.99,Paid,2024-01-20
137e051d-bd8b-4e29-bcfe-b645a75ade2c,cust-035,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2024-02,79.99,Paid,2024-02-21
21c9a5ce-9ae4-40b3-ba0f-2aabfe2e4fae,cust-001,b8d574d6-1f33-4ff1-b0c2-52f18a2cdd75,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-06,99.99,Failed,2023-06-11
826fb41d-1d92-45a9-82dc-8945b7bab9c8,cust-005,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-06,59.99,Paid,2023-06-01
3408b79e-c085-429c-89be-c6af8e2c5edd,cust-028,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2024-03,19.99,Paid,2024-03-16
9f2ebe3c-2b3c-46d0-b1b9-1800b9a5e551,cust-037,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-03,29.99,Paid,2023-03-19
6ff7cbb9-ab0f-4fe7-ab6a-512e0c18b192,cust-026,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-10,19.99,Paid,2023-10-02
40c926e1-0849-4635-a7bc-55e7e0b17c56,cust-001,b8d574d6-1f33-4ff1-b0c2-52f18a2cdd75,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-07,99.99,Paid,2023-07-18
e65d0d21-c6f3-4b8d-9802-85a518506be3,cust-044,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,da506400-1z2f-4fej-1428-f1eae65af28a,2023-03,29.99,Paid,2023-03-07
afa41b2e-4ef5-4a64-9c37-13c6f9af058e,cust-025,1de4938c-478e-4b51-97f4-9b3cbbcbf084,da506400-1z2f-4fej-1428-f1eae65af28a,2023-10,49.99,Paid,2023-10-03
78aff93c-179d-4ec6-ab74-fcf173b583fc,cust-033,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-08,39.99,Canceled,2023-08-03
af9451bb-51cf-4f4e-9ed8-b998639e145d,cust-026,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-07,19.99,Paid,2023-07-02
5c00e5f9-e080-41db-b8dd-aeace007cb0d,cust-024,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-01,39.99,Paid,2023-01-04
0d29ddd4-9508-4d13-b568-38bd00893cb2,cust-021,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-03,39.99,Paid,2023-03-15
4795b82a-dd4a-4a3a-a6ba-166e4fec6835,cust-050,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-10,79.99,Paid,2023-10-19
d2f87535-733e-41a8-b731-cac624f05b0f,cust-040,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-04,14.99,Failed,2023-04-05
36c09a6e-fe71-418e-a0af-fd2e3c66b327,cust-019,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-02,29.99,Paid,2023-02-14
2303a577-6657-45da-ab76-1a3d883b5ca4,cust-027,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,da506400-1z2f-4fej-1428-f1eae65af28a,2023-07,14.99,Paid,2023-07-05
d42b6047-af4d-48e8-a00f-cfc9754412ec,cust-002,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-10,59.99,Paid,2023-10-14
8ddc1129-c442-4fe0-b027-7701001ff4af,cust-047,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2024-02,14.99,Paid,2024-02-03
69565d81-b838-4693-a255-083a231d46bd,cust-044,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-05,29.99,Paid,2023-05-11
c506ff01-5971-4464-80ad-28ace5162573,cust-033,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,da506400-1z2f-4fej-1428-f1eae65af28a,2023-04,39.99,Paid,2023-04-21
210a22cf-2233-4ddb-8bcd-7c0529a85dc7,cust-038,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-11,14.99,Failed,2023-11-01
ce03e1c2-1b6d-4961-b529-386b93e7577b,cust-013,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2024-01,14.99,Paid,2024-01-15
41880f29-8edf-4d1d-9bfb-9b3b125fa3a4,cust-025,1de4938c-478e-4b51-97f4-9b3cbbcbf084,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2024-03,49.99,Paid,2024-03-09
5303e13c-5e0c-4461-852d-2effe48c20c8,cust-031,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-08,19.99,Failed,2023-08-17
3aace8cf-ffce-42d3-808c-7d855b7eed72,cust-018,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-10,14.99,Paid,2023-10-06
0f020d05-817e-46bb-894b-c878a72f6c94,cust-011,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2024-03,19.99,Failed,2024-03-09
1eb50653-6d15-44ac-acfd-e4aa5710e71d,cust-012,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-08,19.99,Paid,2023-08-30
c09fda4e-cd45-45b3-9b80-5fecfc2e0ac9,cust-020,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2024-01,79.99,Paid,2024-01-10
abe894a6-a8e1-4f3f-a7ae-3fad7806c467,cust-020,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,da506400-1z2f-4fej-1428-f1eae65af28a,2023-10,79.99,Failed,2023-10-10
9a9fb02b-32f2-414b-a5aa-5cda40af5745,cust-049,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-11,29.99,Paid,2023-11-29
69afde25-92a1-4418-8f2f-2c718c9affc1,cust-030,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-02,29.99,Paid,2023-02-07
fe2098d2-2890-4db5-873e-a2dc9363f932,cust-002,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-04,59.99,Paid,2023-04-03
1688de94-5911-454d-a188-3f7ecf265cc8,cust-037,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-09,29.99,Canceled,2023-09-09
849e4cc5-fb8f-4832-8d30-e3eb6f9b7b6b,cust-035,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-04,79.99,Paid,2023-04-12
f0f749c6-afcf-48b5-a7c7-b76c2daace36,cust-042,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-01,59.99,Paid,2023-01-20
3662c6c0-ae4e-482a-9ead-c3fc5386d74c,cust-026,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-08,19.99,Paid,2023-08-12
213cb784-7ed9-4915-9293-00ef23b9783a,cust-035,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-02,79.99,Paid,2023-02-16
a50b46c9-6e30-44cd-8abf-a9b550ce3bea,cust-005,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2024-01,59.99,Paid,2024-01-01
963559ac-063c-4c3c-a0f4-f66fce577e4d,cust-025,1de4938c-478e-4b51-97f4-9b3cbbcbf084,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-11,49.99,Paid,2023-11-23
388978fc-f754-44d0-8d8c-4e57ade66283,cust-008,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-09,14.99,Paid,2023-09-21
267ec3af-5635-4fcb-a00e-44632b462783,cust-006,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-03,39.99,Paid,2023-03-12
91bf5878-7367-41fd-b35d-9b099513dedf,cust-020,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,da506400-1z2f-4fej-1428-f1eae65af28a,2023-07,79.99,Paid,2023-07-24
f31889c7-7322-4ed6-9f67-38272f5c136c,cust-005,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2024-02,59.99,Paid,2024-02-21
1ce82b4d-65fa-4cc0-97ba-a61bebd97690,cust-026,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2024-02,19.99,Paid,2024-02-07
d6cd4ac7-6789-4945-907c-7dcd3e8ecdf1,cust-008,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-09,14.99,Paid,2023-09-16
431f3b4a-6f31-4414-ae9f-f7098dadbce5,cust-010,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-05,59.99,Paid,2023-05-02
5930b6db-0f71-4f41-a400-d0adc1531f76,cust-044,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-05,29.99,Paid,2023-05-12
f9fd2e70-881c-4236-b141-5ab3d9f3b158,cust-008,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-04,14.99,Canceled,2023-04-14
e058dc00-da23-4a6b-823d-2f9dacabf5cb,cust-019,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,4b6ca304-239e-4ee4-9421-cf11a181p378,2024-03,29.99,Failed,2024-03-10
40a29cf1-014f-48cc-a2c4-c3df3d3c80c8,cust-004,1de4938c-478e-4b51-97f4-9b3cbbcbf084,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-09,49.99,Canceled,2023-09-20
1cebe702-d9a7-47f0-8cc2-2943f697f7b6,cust-009,1de4938c-478e-4b51-97f4-9b3cbbcbf084,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-04,49.99,Paid,2023-04-13
5487b080-1a61-49b7-bec4-1ee8f9cae2e2,cust-003,1de4938c-478e-4b51-97f4-9b3cbbcbf084,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-05,49.99,Paid,2023-05-15
237693f6-415c-4b58-8ebd-b17b83447f9b,cust-027,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2024-02,14.99,Paid,2024-02-23
1f2d7a9a-388a-4dd7-9422-76105cd82419,cust-027,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-08,14.99,Paid,2023-08-24
7cbe8a7d-486b-4bfb-821d-4cc0326e1a33,cust-021,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-02,39.99,Paid,2023-02-17
ba9d2939-a719-4b29-bec9-14ceb0196b60,cust-012,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2024-02,19.99,Paid,2024-02-06
8581efb6-0b1c-4ee6-a341-df78c328cf3d,cust-046,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,4b6ca304-239e-4ee4-9421-cf11a181p378,2024-01,19.99,Paid,2024-01-11
45cd37b5-e3b0-4a96-a02b-71dbe876681c,cust-020,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-04,79.99,Paid,2023-04-25
58e9fc91-68b5-4b0c-8287-36c25acd205b,cust-035,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,da506400-1z2f-4fej-1428-f1eae65af28a,2023-07,79.99,Paid,2023-07-28
57177895-1690-4ee9-99cf-7c9f7cabdc75,cust-023,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,da506400-1z2f-4fej-1428-f1eae65af28a,2023-06,14.99,Canceled,2023-06-03
d6136b93-6ace-423c-b10a-61a74c51a829,cust-050,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2024-03,79.99,Paid,2024-03-20
b89da529-368a-43b4-84b5-3edf0e4fdc9f,cust-038,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-07,14.99,Paid,2023-07-18
05e46b98-bd16-4aa5-8308-71fe1aa02ca8,cust-050,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-01,79.99,Paid,2023-01-10
c54b7728-9264-4d5a-a9f8-ffbf5a34744e,cust-043,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,da506400-1z2f-4fej-1428-f1eae65af28a,2023-06,39.99,Paid,2023-06-13
1c142a39-ce5c-4f29-a554-6e3361588368,cust-048,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-09,29.99,Paid,2023-09-28
d20f25e3-0c9b-4dd8-9278-aee38daba470,cust-028,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-05,19.99,Paid,2023-05-11
5ca0efb0-3d24-495d-8a45-4683f613e9c3,cust-034,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,da506400-1z2f-4fej-1428-f1eae65af28a,2024-03,29.99,Paid,2024-03-05
abf8c565-f9e6-47a5-801c-8937107cf202,cust-038,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-04,14.99,Paid,2023-04-30
d0eba668-fc15-4e76-922d-78cc238cc181,cust-009,1de4938c-478e-4b51-97f4-9b3cbbcbf084,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-09,49.99,Paid,2023-09-20
944c966e-2e61-4ec3-9f15-b534a8ca3dc9,cust-020,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-06,79.99,Paid,2023-06-10
327dc54d-ddab-4ce3-8667-eba1af94eb44,cust-004,1de4938c-478e-4b51-97f4-9b3cbbcbf084,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-06,49.99,Paid,2023-06-25
beefe02a-1b00-4315-bef4-0509edf2a548,cust-034,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-06,29.99,Paid,2023-06-28
db6bc59c-5daf-43f5-83f0-5d1a36ad11db,cust-043,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-08,39.99,Paid,2023-08-13
215b77b3-683b-4c25-911d-648ac56f6cc7,cust-033,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-08,39.99,Failed,2023-08-17
ecf2ca37-727b-4b44-847d-4df61e912337,cust-037,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-08,29.99,Paid,2023-08-20
0f610f49-8691-466b-88cb-9950ccff2ee1,cust-016,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-09,29.99,Paid,2023-09-20
e7670bc9-bfff-402f-8c03-3a319240dd3f,cust-024,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-07,39.99,Paid,2023-07-15
2256b62e-3ade-4384-8c7b-d5e4cfdf9f65,cust-035,2af9a3c0-9834-4d70-a994-1a9672b7e7ea,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2024-01,79.99,Paid,2024-01-11
19ab2054-30e7-4822-af59-37588277a1c9,cust-002,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-06,59.99,Paid,2023-06-18
59e3c3d6-5a64-42dd-a028-c4151ed7376b,cust-039,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-10,14.99,Paid,2023-10-28
e504b566-adff-4556-97cf-a1f9e762e13c,cust-048,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-09,29.99,Paid,2023-09-20
c0b119eb-7d62-4d36-ab60-17df13355d69,cust-034,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-09,29.99,Paid,2023-09-21
54182d30-8445-4d9a-a1a0-53f6db4fad98,cust-019,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2024-02,29.99,Paid,2024-02-23
95fc734e-56b7-46f4-a10f-4ec32902dffa,cust-033,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-04,39.99,Paid,2023-04-24
caa423be-c28c-4892-9ee6-b5d66a8d0fa5,cust-038,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-09,14.99,Paid,2023-09-02
70106a2a-3de0-437f-bd08-8a85c284aca4,cust-007,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-04,59.99,Paid,2023-04-01
f1b7de75-1920-43fe-803f-ca33a30dab52,cust-036,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,1ce7act5-dc96-4eg4-39c1-bf92aa2ke751,2023-11,29.99,Paid,2023-11-29
c96ab9a2-881a-4e30-b06b-2ca1e5401c04,cust-013,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2024-02,14.99,Paid,2024-02-19
a37d6d40-b00c-41c3-b6c7-7c005a2e9144,cust-030,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,da506400-1z2f-4fej-1428-f1eae65af28a,2023-03,29.99,Paid,2023-03-30
d54dd90d-8204-405d-8080-b8e3ef4dc627,cust-045,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,da506400-1z2f-4fej-1428-f1eae65af28a,2023-02,14.99,Paid,2023-02-03
3fac6b73-4b83-4775-808c-a4d0b00ddfa6,cust-026,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-10,19.99,Paid,2023-10-22
5bb734a2-4496-4ec6-a156-2b98787c1371,cust-004,1de4938c-478e-4b51-97f4-9b3cbbcbf084,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-12,49.99,Paid,2023-12-31
e73f9b3a-ad56-47e7-98f7-64c5925e58cb,cust-012,acb90e18-4d5e-4a33-acc0-d7cb5a9e8fd3,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-03,19.99,Paid,2023-03-05
5fc58b85-a348-4559-933d-3d6f644c5a23,cust-042,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2024-02,59.99,Paid,2024-02-18
8ae5ffd5-1978-4845-88d4-06f04a32cf78,cust-049,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,4b6ca304-239e-4ee4-9421-cf11a181p378,2023-10,29.99,Paid,2023-10-16
537b5c26-80bf-4e1c-b910-38810bde9726,cust-048,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-12,29.99,Paid,2023-12-18
e0427605-27ef-4fdb-92a4-b629d205018b,cust-013,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2024-01,14.99,Paid,2024-01-14
02a6edb2-a1fb-42a4-ae63-fed169b112ff,cust-006,15f7d4cf-bb84-4cf1-a391-139d0d75f14f,39b38c74-6b9d-42h7-b677-a4a0ej4c8477,2023-12,39.99,Paid,2023-12-03
d652fa8b-8f75-499d-97a9-9ca753e9c243,cust-029,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,da506400-1z2f-4fej-1428-f1eae65af28a,2023-02,29.99,Paid,2023-02-11
96b21c67-534a-4578-a5d9-dfdbe8f3d456,cust-038,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2023-11,14.99,Failed,2023-11-02
0a6a2ecb-e09d-4c5d-9ce8-d8d2a13a4656,cust-005,e1e902a2-38aa-4e02-bfc1-b20c6f39691f,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-05,59.99,Paid,2023-05-01
e09df728-e548-4098-bb7b-a4b882b84456,cust-048,0c7b4f38-e6f2-42d4-ae99-5cba46f9478f,09fdfb1f-3ac6-40id-93f5-1efch35d9938,2023-10,29.99,Canceled,2023-10-24
d10e435f-beb8-4e83-a4fe-4c40bd032302,cust-027,5c5f7057-fcf5-4f0e-b3b0-9ef232f23bd0,40e6dda6-bdf6-4f17-8bd2-5e53966i09d2,2024-03,14.99,Paid,2024-03-23
